Region,Comuna,Anio,Semana,Categoria,Casos,Casos_previos_anio,Variacion_porcentual
Antofagasta,Calama,2025,12,Consumo de Alcohol y Drogas en la Vía Pública,18,20,-10
Antofagasta,Calama,2025,12,Hurtos,29,28,3.57
Antofagasta,Calama,2025,12,Daños,15,10,50
Antofagasta,Calama,2025,13,Amenazas y Riñas,48,43,11.63
Antofagasta,Calama,2025,13,Homicidios y Femicidios,9,3,200
Antofagasta,Calama,2025,13,Robos con Violencia e Intimidación,16,10,60
Antofagasta,Calama,2025,13,Violaciones y Delitos Sexuales,33,36,-8.33
Antofagasta,Calama,2025,13,Ley de Control de Armas,28,38,-26.32
Antofagasta,Calama,2025,13,Delitos en Contexto de Violencia Intrafamiliar,7,14,-50
Antofagasta,Calama,2025,13,Consumo de Alcohol y Drogas en la Vía Pública,10,20,-50
Antofagasta,Calama,2025,13,Hurtos,5,0,
Antofagasta,Calama,2025,13,Daños,39,44,-11.36
Antofagasta,Calama,2025,14,Amenazas y Riñas,47,46,2.17
Antofagasta,Calama,2025,14,Homicidios y Femicidios,1,11,-90.91
Antofagasta,Calama,2025,14,Robos con Violencia e Intimidación,26,27,-3.7
Antofagasta,Calama,2025,14,Violaciones y Delitos Sexuales,48,38,26.32
Antofagasta,Calama,2025,14,Ley de Control de Armas,33,32,3.12
Antofagasta,Calama,2025,14,Delitos en Contexto de Violencia Intrafamiliar,21,28,-25
Antofagasta,Calama,2025,14,Consumo de Alcohol y Drogas en la Vía Pública,31,30,3.33
Antofagasta,Calama,2025,14,Hurtos,25,34,-26.47
Antofagasta,Calama,2025,14,Daños,50,41,21.95
Antofagasta,Calama,2025,15,Amenazas y Riñas,4,9,-55.56
Antofagasta,Calama,2025,15,Homicidios y Femicidios,30,28,7.14
Antofagasta,Calama,2025,15,Robos con Violencia e Intimidación,17,24,-29.17
Antofagasta,Calama,2025,15,Violaciones y Delitos Sexuales,25,26,-3.85
Antofagasta,Calama,2025,15,Ley de Control de Armas,21,29,-27.59
Antofagasta,Calama,2025,15,Delitos en Contexto de Violencia Intrafamiliar,20,21,-4.76
Antofagasta,Calama,2025,15,Consumo de Alcohol y Drogas en la Vía Pública,37,34,8.82
Antofagasta,Calama,2025,15,Hurtos,34,35,-2.86
Antofagasta,Calama,2025,15,Daños,36,45,-20
Antofagasta,Calama,2025,16,Amenazas y Riñas,46,38,21.05
Antofagasta,Calama,2025,16,Homicidios y Femicidios,7,13,-46.15
Antofagasta,Calama,2025,16,Robos con Violencia e Intimidación,33,40,-17.5
Antofagasta,Calama,2025,16,Violaciones y Delitos Sexuales,0,0,
Antofagasta,Calama,2025,16,Ley de Control de Armas,37,29,27.59
Antofagasta,Calama,2025,16,Delitos en Contexto de Violencia Intrafamiliar,16,8,100
Antofagasta,Calama,2025,16,Consumo de Alcohol y Drogas en la Vía Pública,45,40,12.5
Antofagasta,Calama,2025,16,Hurtos,1,0,
Antofagasta,Calama,2025,16,Daños,39,33,18.18
Antofagasta,Calama,2025,17,Amenazas y Riñas,48,48,0
Antofagasta,Calama,2025,17,Homicidios y Femicidios,14,18,-22.22
Antofagasta,Calama,2025,17,Robos con Violencia e Intimidación,6,0,
Antofagasta,Calama,2025,17,Violaciones y Delitos Sexuales,15,20,-25
Antofagasta,Calama,2025,17,Ley de Control de Armas,31,29,6.9
Antofagasta,Calama,2025,17,Delitos en Contexto de Violencia Intrafamiliar,12,15,-20
Antofagasta,Calama,2025,17,Consumo de Alcohol y Drogas en la Vía Pública,17,15,13.33
Antofagasta,Calama,2025,17,Hurtos,3,9,-66.67
Antofagasta,Calama,2025,17,Daños,43,37,16.22
Antofagasta,Calama,2025,18,Amenazas y Riñas,48,48,0
Antofagasta,Calama,2025,18,Homicidios y Femicidios,49,49,0
Antofagasta,Calama,2025,18,Robos con Violencia e Intimidación,47,45,4.44
Antofagasta,Calama,2025,18,Violaciones y Delitos Sexuales,27,20,35
Antofagasta,Calama,2025,18,Ley de Control de Armas,49,47,4.26
Antofagasta,Calama,2025,18,Delitos en Contexto de Violencia Intrafamiliar,1,0,
Antofagasta,Calama,2025,18,Consumo de Alcohol y Drogas en la Vía Pública,14,8,75
Antofagasta,Calama,2025,18,Hurtos,30,24,25
Antofagasta,Calama,2025,18,Daños,15,14,7.14
Antofagasta,Calama,2025,19,Amenazas y Riñas,6,14,-57.14
Antofagasta,Calama,2025,19,Homicidios y Femicidios,1,8,-87.5
Antofagasta,Calama,2025,19,Robos con Violencia e Intimidación,31,24,29.17
Antofagasta,Calama,2025,19,Violaciones y Delitos Sexuales,40,30,33.33
Antofagasta,Calama,2025,19,Ley de Control de Armas,3,7,-57.14
Antofagasta,Calama,2025,19,Delitos en Contexto de Violencia Intrafamiliar,39,47,-17.02
Antofagasta,Calama,2025,19,Consumo de Alcohol y Drogas en la Vía Pública,22,28,-21.43
Antofagasta,Calama,2025,19,Hurtos,25,22,13.64
Antofagasta,Calama,2025,19,Daños,11,13,-15.38
Antofagasta,Calama,2025,20,Amenazas y Riñas,41,48,-14.58
Antofagasta,Calama,2025,20,Homicidios y Femicidios,47,40,17.5
Antofagasta,Calama,2025,20,Robos con Violencia e Intimidación,17,15,13.33
Antofagasta,Calama,2025,20,Violaciones y Delitos Sexuales,22,15,46.67
Antofagasta,Calama,2025,20,Ley de Control de Armas,6,11,-45.45
Antofagasta,Calama,2025,20,Delitos en Contexto de Violencia Intrafamiliar,6,3,100
Antofagasta,Calama,2025,20,Consumo de Alcohol y Drogas en la Vía Pública,42,38,10.53
Antofagasta,Calama,2025,20,Hurtos,20,10,100
Antofagasta,Calama,2025,20,Daños,26,23,13.04
Antofagasta,Calama,2025,21,Amenazas y Riñas,42,52,-19.23
Antofagasta,Calama,2025,21,Homicidios y Femicidios,42,42,0
Antofagasta,Calama,2025,21,Robos con Violencia e Intimidación,14,19,-26.32
Antofagasta,Calama,2025,21,Violaciones y Delitos Sexuales,25,16,56.25
Antofagasta,Calama,2025,21,Ley de Control de Armas,29,37,-21.62
Antofagasta,Calama,2025,21,Delitos en Contexto de Violencia Intrafamiliar,41,48,-14.58
Antofagasta,Calama,2025,21,Consumo de Alcohol y Drogas en la Vía Pública,9,4,125
Antofagasta,Calama,2025,21,Hurtos,3,0,
Antofagasta,Calama,2025,21,Daños,36,37,-2.7
Antofagasta,Calama,2025,22,Amenazas y Riñas,3,3,0
Antofagasta,Calama,2025,22,Homicidios y Femicidios,10,3,233.33
Antofagasta,Calama,2025,22,Robos con Violencia e Intimidación,32,36,-11.11
Antofagasta,Calama,2025,22,Violaciones y Delitos Sexuales,45,49,-8.16
Antofagasta,Calama,2025,22,Ley de Control de Armas,3,0,
Antofagasta,Calama,2025,22,Delitos en Contexto de Violencia Intrafamiliar,1,5,-80
Antofagasta,Calama,2025,22,Consumo de Alcohol y Drogas en la Vía Pública,2,11,-81.82
Antofagasta,Calama,2025,22,Hurtos,43,37,16.22
Antofagasta,Calama,2025,22,Daños,50,46,8.7
Antofagasta,Calama,2025,23,Amenazas y Riñas,31,30,3.33
Antofagasta,Calama,2025,23,Homicidios y Femicidios,22,20,10
Antofagasta,Calama,2025,23,Robos con Violencia e Intimidación,24,34,-29.41
Antofagasta,Calama,2025,23,Violaciones y Delitos Sexuales,33,26,26.92
Antofagasta,Calama,2025,23,Ley de Control de Armas,50,42,19.05
Antofagasta,Calama,2025,23,Delitos en Contexto de Violencia Intrafamiliar,16,13,23.08
Antofagasta,Calama,2025,23,Consumo de Alcohol y Drogas en la Vía Pública,45,48,-6.25
Antofagasta,Calama,2025,23,Hurtos,24,18,33.33
Antofagasta,Calama,2025,23,Daños,25,29,-13.79
Antofagasta,Calama,2025,24,Amenazas y Riñas,50,59,-15.25
Antofagasta,Calama,2025,24,Homicidios y Femicidios,6,0,
Antofagasta,Calama,2025,24,Robos con Violencia e Intimidación,13,11,18.18
Antofagasta,Calama,2025,24,Violaciones y Delitos Sexuales,45,45,0
Antofagasta,Calama,2025,24,Ley de Control de Armas,8,3,166.67
Antofagasta,Calama,2025,24,Delitos en Contexto de Violencia Intrafamiliar,45,44,2.27
Antofagasta,Calama,2025,24,Consumo de Alcohol y Drogas en la Vía Pública,41,38,7.89
Antofagasta,Calama,2025,24,Hurtos,14,11,27.27
Antofagasta,Calama,2025,24,Daños,9,3,200
Antofagasta,Calama,2025,25,Amenazas y Riñas,26,25,4
Antofagasta,Calama,2025,25,Homicidios y Femicidios,32,29,10.34
Antofagasta,Calama,2025,25,Robos con Violencia e Intimidación,19,18,5.56
Antofagasta,Calama,2025,25,Violaciones y Delitos Sexuales,39,40,-2.5
Antofagasta,Calama,2025,25,Ley de Control de Armas,11,1,1000
Antofagasta,Calama,2025,25,Delitos en Contexto de Violencia Intrafamiliar,44,40,10
Antofagasta,Calama,2025,25,Consumo de Alcohol y Drogas en la Vía Pública,38,34,11.76
Antofagasta,Calama,2025,25,Hurtos,46,47,-2.13
Antofagasta,Calama,2025,25,Daños,27,28,-3.57
Antofagasta,Calama,2025,26,Amenazas y Riñas,49,51,-3.92
Antofagasta,Calama,2025,26,Homicidios y Femicidios,11,15,-26.67
Antofagasta,Calama,2025,26,Robos con Violencia e Intimidación,33,30,10
Antofagasta,Calama,2025,26,Violaciones y Delitos Sexuales,42,44,-4.55
Antofagasta,Calama,2025,26,Ley de Control de Armas,43,34,26.47
Antofagasta,Calama,2025,26,Delitos en Contexto de Violencia Intrafamiliar,50,56,-10.71
Antofagasta,Calama,2025,26,Consumo de Alcohol y Drogas en la Vía Pública,28,34,-17.65
Antofagasta,Calama,2025,26,Hurtos,24,15,60
Antofagasta,Calama,2025,26,Daños,5,9,-44.44
Antofagasta,Calama,2025,27,Amenazas y Riñas,44,45,-2.22
Antofagasta,Calama,2025,27,Homicidios y Femicidios,8,0,
Antofagasta,Calama,2025,27,Robos con Violencia e Intimidación,25,20,25
Antofagasta,Calama,2025,27,Violaciones y Delitos Sexuales,34,43,-20.93
Antofagasta,Calama,2025,27,Ley de Control de Armas,42,51,-17.65
Antofagasta,Calama,2025,27,Delitos en Contexto de Violencia Intrafamiliar,4,8,-50
Antofagasta,Calama,2025,27,Consumo de Alcohol y Drogas en la Vía Pública,30,23,30.43
Antofagasta,Calama,2025,27,Hurtos,19,13,46.15
Antofagasta,Calama,2025,27,Daños,9,16,-43.75
Antofagasta,Calama,2025,28,Amenazas y Riñas,5,0,
Antofagasta,Calama,2025,28,Homicidios y Femicidios,47,54,-12.96
Antofagasta,Calama,2025,28,Robos con Violencia e Intimidación,28,18,55.56
Antofagasta,Calama,2025,28,Violaciones y Delitos Sexuales,23,21,9.52
Antofagasta,Calama,2025,28,Ley de Control de Armas,40,48,-16.67
Antofagasta,Calama,2025,28,Delitos en Contexto de Violencia Intrafamiliar,26,35,-25.71
Antofagasta,Calama,2025,28,Consumo de Alcohol y Drogas en la Vía Pública,13,10,30
Antofagasta,Calama,2025,28,Hurtos,39,37,5.41
Antofagasta,Calama,2025,28,Daños,4,14,-71.43
Antofagasta,Calama,2025,29,Amenazas y Riñas,49,40,22.5
Antofagasta,Calama,2025,29,Homicidios y Femicidios,18,16,12.5
Antofagasta,Calama,2025,29,Robos con Violencia e Intimidación,33,36,-8.33
Antofagasta,Calama,2025,29,Violaciones y Delitos Sexuales,27,30,-10
Antofagasta,Calama,2025,29,Ley de Control de Armas,49,41,19.51
Antofagasta,Calama,2025,29,Delitos en Contexto de Violencia Intrafamiliar,13,6,116.67
Antofagasta,Calama,2025,29,Consumo de Alcohol y Drogas en la Vía Pública,7,13,-46.15
Antofagasta,Calama,2025,29,Hurtos,49,44,11.36
Antofagasta,Calama,2025,29,Daños,5,12,-58.33
Antofagasta,Calama,2025,30,Amenazas y Riñas,32,38,-15.79
Antofagasta,Calama,2025,30,Homicidios y Femicidios,34,38,-10.53
Antofagasta,Calama,2025,30,Robos con Violencia e Intimidación,44,43,2.33
Antofagasta,Calama,2025,30,Violaciones y Delitos Sexuales,35,33,6.06
Antofagasta,Calama,2025,30,Ley de Control de Armas,19,25,-24
Antofagasta,Calama,2025,30,Delitos en Contexto de Violencia Intrafamiliar,7,0,
Antofagasta,Calama,2025,30,Consumo de Alcohol y Drogas en la Vía Pública,34,35,-2.86
Antofagasta,Calama,2025,30,Hurtos,49,44,11.36
Antofagasta,Calama,2025,30,Daños,24,27,-11.11
Antofagasta,Calama,2025,31,Amenazas y Riñas,46,40,15
Antofagasta,Calama,2025,31,Homicidios y Femicidios,30,37,-18.92
Antofagasta,Calama,2025,31,Robos con Violencia e Intimidación,50,53,-5.66
Antofagasta,Calama,2025,31,Violaciones y Delitos Sexuales,6,0,
Antofagasta,Calama,2025,31,Ley de Control de Armas,5,5,0
Antofagasta,Calama,2025,31,Delitos en Contexto de Violencia Intrafamiliar,48,41,17.07
Antofagasta,Calama,2025,31,Consumo de Alcohol y Drogas en la Vía Pública,39,45,-13.33
Antofagasta,Calama,2025,31,Hurtos,15,14,7.14
Antofagasta,Calama,2025,31,Daños,32,41,-21.95
Antofagasta,Calama,2025,32,Amenazas y Riñas,3,7,-57.14
Antofagasta,Calama,2025,32,Homicidios y Femicidios,14,23,-39.13
Antofagasta,Calama,2025,32,Robos con Violencia e Intimidación,18,28,-35.71
Antofagasta,Calama,2025,32,Violaciones y Delitos Sexuales,23,33,-30.3
Antofagasta,Calama,2025,32,Ley de Control de Armas,39,43,-9.3
Antofagasta,Calama,2025,32,Delitos en Contexto de Violencia Intrafamiliar,15,14,7.14
Antofagasta,Calama,2025,32,Consumo de Alcohol y Drogas en la Vía Pública,48,52,-7.69
Antofagasta,Calama,2025,32,Hurtos,28,35,-20
Antofagasta,Calama,2025,32,Daños,18,11,63.64
Antofagasta,Calama,2025,33,Amenazas y Riñas,5,12,-58.33
Antofagasta,Calama,2025,33,Homicidios y Femicidios,40,33,21.21
Antofagasta,Calama,2025,33,Robos con Violencia e Intimidación,13,15,-13.33
Antofagasta,Calama,2025,33,Violaciones y Delitos Sexuales,16,17,-5.88
Antofagasta,Calama,2025,33,Ley de Control de Armas,14,24,-41.67
Antofagasta,Calama,2025,33,Delitos en Contexto de Violencia Intrafamiliar,37,43,-13.95
Antofagasta,Calama,2025,33,Consumo de Alcohol y Drogas en la Vía Pública,18,24,-25
Antofagasta,Calama,2025,33,Hurtos,33,33,0
Antofagasta,Calama,2025,33,Daños,10,4,150
Antofagasta,Calama,2025,34,Amenazas y Riñas,39,37,5.41
Antofagasta,Calama,2025,34,Homicidios y Femicidios,13,7,85.71
Antofagasta,Calama,2025,34,Robos con Violencia e Intimidación,47,56,-16.07
Antofagasta,Calama,2025,34,Violaciones y Delitos Sexuales,9,13,-30.77
Antofagasta,Calama,2025,34,Ley de Control de Armas,6,0,
Antofagasta,Calama,2025,34,Delitos en Contexto de Violencia Intrafamiliar,44,40,10
Antofagasta,Calama,2025,34,Consumo de Alcohol y Drogas en la Vía Pública,5,0,
Antofagasta,Calama,2025,34,Hurtos,31,33,-6.06
Antofagasta,Calama,2025,34,Daños,29,23,26.09
Antofagasta,Calama,2025,35,Amenazas y Riñas,38,34,11.76
Antofagasta,Calama,2025,35,Homicidios y Femicidios,49,43,13.95
Antofagasta,Calama,2025,35,Robos con Violencia e Intimidación,17,18,-5.56
Antofagasta,Calama,2025,35,Violaciones y Delitos Sexuales,28,26,7.69
Antofagasta,Calama,2025,35,Ley de Control de Armas,43,43,0
Antofagasta,Calama,2025,35,Delitos en Contexto de Violencia Intrafamiliar,38,34,11.76
Antofagasta,Calama,2025,35,Consumo de Alcohol y Drogas en la Vía Pública,5,12,-58.33
Antofagasta,Calama,2025,35,Hurtos,25,31,-19.35
Antofagasta,Calama,2025,35,Daños,18,8,125
Antofagasta,Calama,2025,36,Amenazas y Riñas,36,41,-12.2
Antofagasta,Calama,2025,36,Homicidios y Femicidios,9,0,
Antofagasta,Calama,2025,36,Robos con Violencia e Intimidación,13,7,85.71
Antofagasta,Calama,2025,36,Violaciones y Delitos Sexuales,43,49,-12.24
Antofagasta,Calama,2025,36,Ley de Control de Armas,46,36,27.78
Antofagasta,Calama,2025,36,Delitos en Contexto de Violencia Intrafamiliar,2,2,0
Antofagasta,Calama,2025,36,Consumo de Alcohol y Drogas en la Vía Pública,3,3,0
Antofagasta,Calama,2025,36,Hurtos,26,26,0
Antofagasta,Calama,2025,36,Daños,18,11,63.64
Antofagasta,Calama,2025,37,Amenazas y Riñas,27,33,-18.18
Antofagasta,Calama,2025,37,Homicidios y Femicidios,20,12,66.67
Antofagasta,Calama,2025,37,Robos con Violencia e Intimidación,1,2,-50
Antofagasta,Calama,2025,37,Violaciones y Delitos Sexuales,22,29,-24.14
Antofagasta,Calama,2025,37,Ley de Control de Armas,34,37,-8.11
Antofagasta,Calama,2025,37,Delitos en Contexto de Violencia Intrafamiliar,46,46,0
Antofagasta,Calama,2025,37,Consumo de Alcohol y Drogas en la Vía Pública,47,53,-11.32
Antofagasta,Calama,2025,37,Hurtos,22,13,69.23
Antofagasta,Calama,2025,37,Daños,7,0,
Antofagasta,Calama,2025,38,Amenazas y Riñas,38,39,-2.56
Antofagasta,Calama,2025,38,Homicidios y Femicidios,12,14,-14.29
Antofagasta,Calama,2025,38,Robos con Violencia e Intimidación,41,43,-4.65
Antofagasta,Calama,2025,38,Violaciones y Delitos Sexuales,11,1,1000
Antofagasta,Calama,2025,38,Ley de Control de Armas,27,29,-6.9
Antofagasta,Calama,2025,38,Delitos en Contexto de Violencia Intrafamiliar,42,33,27.27
Antofagasta,Calama,2025,38,Consumo de Alcohol y Drogas en la Vía Pública,31,39,-20.51
Antofagasta,Calama,2025,38,Hurtos,38,40,-5
Antofagasta,Calama,2025,38,Daños,40,44,-9.09
Antofagasta,Calama,2025,39,Amenazas y Riñas,36,31,16.13
Antofagasta,Calama,2025,39,Homicidios y Femicidios,9,18,-50
Antofagasta,Calama,2025,39,Robos con Violencia e Intimidación,29,25,16
Antofagasta,Calama,2025,39,Violaciones y Delitos Sexuales,46,40,15
Antofagasta,Calama,2025,39,Ley de Control de Armas,5,10,-50
Antofagasta,Calama,2025,39,Delitos en Contexto de Violencia Intrafamiliar,0,8,-100
Antofagasta,Calama,2025,39,Consumo de Alcohol y Drogas en la Vía Pública,34,30,13.33
Antofagasta,Calama,2025,39,Hurtos,16,15,6.67
Antofagasta,Calama,2025,39,Daños,29,39,-25.64
Antofagasta,Calama,2025,40,Amenazas y Riñas,35,35,0
Antofagasta,Calama,2025,40,Homicidios y Femicidios,9,4,125
Antofagasta,Calama,2025,40,Robos con Violencia e Intimidación,10,13,-23.08
Antofagasta,Calama,2025,40,Violaciones y Delitos Sexuales,12,6,100
Antofagasta,Calama,2025,40,Ley de Control de Armas,41,38,7.89
Antofagasta,Calama,2025,40,Delitos en Contexto de Violencia Intrafamiliar,44,44,0
Antofagasta,Calama,2025,40,Consumo de Alcohol y Drogas en la Vía Pública,25,32,-21.88
Antofagasta,Calama,2025,40,Hurtos,19,14,35.71
Antofagasta,Calama,2025,40,Daños,5,8,-37.5
Antofagasta,Calama,2025,41,Amenazas y Riñas,5,3,66.67
Antofagasta,Calama,2025,41,Homicidios y Femicidios,8,6,33.33
Antofagasta,Calama,2025,41,Robos con Violencia e Intimidación,40,49,-18.37
Antofagasta,Calama,2025,41,Violaciones y Delitos Sexuales,22,14,57.14
Antofagasta,Calama,2025,41,Ley de Control de Armas,23,24,-4.17
Antofagasta,Calama,2025,41,Delitos en Contexto de Violencia Intrafamiliar,3,11,-72.73
Antofagasta,Calama,2025,41,Consumo de Alcohol y Drogas en la Vía Pública,11,21,-47.62
Antofagasta,Calama,2025,41,Hurtos,11,19,-42.11
Antofagasta,Calama,2025,41,Daños,49,54,-9.26
Antofagasta,Calama,2025,42,Amenazas y Riñas,36,30,20
Antofagasta,Calama,2025,42,Homicidios y Femicidios,1,11,-90.91
Antofagasta,Calama,2025,42,Robos con Violencia e Intimidación,11,16,-31.25
Antofagasta,Calama,2025,42,Violaciones y Delitos Sexuales,23,29,-20.69
Antofagasta,Calama,2025,42,Ley de Control de Armas,30,33,-9.09
Antofagasta,Calama,2025,42,Delitos en Contexto de Violencia Intrafamiliar,11,6,83.33
Antofagasta,Calama,2025,42,Consumo de Alcohol y Drogas en la Vía Pública,31,23,34.78
Antofagasta,Calama,2025,42,Hurtos,7,10,-30
Antofagasta,Calama,2025,42,Daños,9,14,-35.71
Antofagasta,Calama,2025,43,Amenazas y Riñas,42,48,-12.5
Antofagasta,Calama,2025,43,Homicidios y Femicidios,46,51,-9.8
Antofagasta,Calama,2025,43,Robos con Violencia e Intimidación,27,29,-6.9
Antofagasta,Calama,2025,43,Violaciones y Delitos Sexuales,12,7,71.43
Antofagasta,Calama,2025,43,Ley de Control de Armas,34,30,13.33
Antofagasta,Calama,2025,43,Delitos en Contexto de Violencia Intrafamiliar,32,33,-3.03
Antofagasta,Calama,2025,43,Consumo de Alcohol y Drogas en la Vía Pública,10,11,-9.09
Antofagasta,Calama,2025,43,Hurtos,33,37,-10.81
Antofagasta,Calama,2025,43,Daños,11,13,-15.38
Antofagasta,Calama,2025,44,Amenazas y Riñas,43,42,2.38
Antofagasta,Calama,2025,44,Homicidios y Femicidios,25,21,19.05
Antofagasta,Calama,2025,44,Robos con Violencia e Intimidación,43,49,-12.24
Antofagasta,Calama,2025,44,Violaciones y Delitos Sexuales,19,10,90
Antofagasta,Calama,2025,44,Ley de Control de Armas,33,40,-17.5
Antofagasta,Calama,2025,44,Delitos en Contexto de Violencia Intrafamiliar,14,10,40
Antofagasta,Calama,2025,44,Consumo de Alcohol y Drogas en la Vía Pública,34,31,9.68
Antofagasta,Calama,2025,44,Hurtos,21,21,0
Antofagasta,Calama,2025,44,Daños,44,42,4.76
Antofagasta,Calama,2025,45,Amenazas y Riñas,3,0,
Antofagasta,Calama,2025,45,Homicidios y Femicidios,33,38,-13.16
Antofagasta,Calama,2025,45,Robos con Violencia e Intimidación,32,27,18.52
Antofagasta,Calama,2025,45,Violaciones y Delitos Sexuales,4,2,100
Antofagasta,Calama,2025,45,Ley de Control de Armas,15,15,0
Antofagasta,Calama,2025,45,Delitos en Contexto de Violencia Intrafamiliar,41,41,0
Antofagasta,Calama,2025,45,Consumo de Alcohol y Drogas en la Vía Pública,17,8,112.5
Antofagasta,Calama,2025,45,Hurtos,1,0,
Antofagasta,Calama,2025,45,Daños,35,29,20.69
Antofagasta,Calama,2025,46,Amenazas y Riñas,31,36,-13.89
Antofagasta,Calama,2025,46,Homicidios y Femicidios,45,54,-16.67
Antofagasta,Calama,2025,46,Robos con Violencia e Intimidación,46,51,-9.8
Antofagasta,Calama,2025,46,Violaciones y Delitos Sexuales,40,30,33.33
Antofagasta,Calama,2025,46,Ley de Control de Armas,18,12,50
Antofagasta,Calama,2025,46,Delitos en Contexto de Violencia Intrafamiliar,50,44,13.64
Antofagasta,Calama,2025,46,Consumo de Alcohol y Drogas en la Vía Pública,50,58,-13.79
Antofagasta,Calama,2025,46,Hurtos,47,54,-12.96
Antofagasta,Calama,2025,46,Daños,28,22,27.27
Antofagasta,Calama,2025,47,Amenazas y Riñas,29,25,16
Antofagasta,Calama,2025,47,Homicidios y Femicidios,46,43,6.98
Antofagasta,Calama,2025,47,Robos con Violencia e Intimidación,30,31,-3.23
Antofagasta,Calama,2025,47,Violaciones y Delitos Sexuales,14,13,7.69
Antofagasta,Calama,2025,47,Ley de Control de Armas,31,32,-3.12
Antofagasta,Calama,2025,47,Delitos en Contexto de Violencia Intrafamiliar,34,34,0
Antofagasta,Calama,2025,47,Consumo de Alcohol y Drogas en la Vía Pública,38,31,22.58
Antofagasta,Calama,2025,47,Hurtos,3,13,-76.92
Antofagasta,Calama,2025,47,Daños,25,27,-7.41
Antofagasta,Calama,2025,48,Amenazas y Riñas,30,25,20
Antofagasta,Calama,2025,48,Homicidios y Femicidios,31,24,29.17
Antofagasta,Calama,2025,48,Robos con Violencia e Intimidación,15,11,36.36
Antofagasta,Calama,2025,48,Violaciones y Delitos Sexuales,16,21,-23.81
Antofagasta,Calama,2025,48,Ley de Control de Armas,30,33,-9.09
Antofagasta,Calama,2025,48,Delitos en Contexto de Violencia Intrafamiliar,16,18,-11.11
Antofagasta,Calama,2025,48,Consumo de Alcohol y Drogas en la Vía Pública,48,43,11.63
Antofagasta,Calama,2025,48,Hurtos,25,25,0
Antofagasta,Calama,2025,48,Daños,43,46,-6.52
Antofagasta,Calama,2025,49,Amenazas y Riñas,18,8,125
Antofagasta,Calama,2025,49,Homicidios y Femicidios,38,44,-13.64
Antofagasta,Calama,2025,49,Robos con Violencia e Intimidación,40,45,-11.11
Antofagasta,Calama,2025,49,Violaciones y Delitos Sexuales,43,37,16.22
Antofagasta,Calama,2025,49,Ley de Control de Armas,47,45,4.44
Antofagasta,Calama,2025,49,Delitos en Contexto de Violencia Intrafamiliar,5,3,66.67
Antofagasta,Calama,2025,49,Consumo de Alcohol y Drogas en la Vía Pública,7,10,-30
Antofagasta,Calama,2025,49,Hurtos,35,31,12.9
Antofagasta,Calama,2025,49,Daños,13,18,-27.78
Antofagasta,Calama,2025,50,Amenazas y Riñas,44,37,18.92
Antofagasta,Calama,2025,50,Homicidios y Femicidios,7,11,-36.36
Antofagasta,Calama,2025,50,Robos con Violencia e Intimidación,42,45,-6.67
Antofagasta,Calama,2025,50,Violaciones y Delitos Sexuales,13,14,-7.14
Antofagasta,Calama,2025,50,Ley de Control de Armas,15,17,-11.76
Antofagasta,Calama,2025,50,Delitos en Contexto de Violencia Intrafamiliar,19,27,-29.63
Antofagasta,Calama,2025,50,Consumo de Alcohol y Drogas en la Vía Pública,6,3,100
Antofagasta,Calama,2025,50,Hurtos,30,21,42.86
Antofagasta,Calama,2025,50,Daños,25,27,-7.41
Antofagasta,Calama,2025,51,Amenazas y Riñas,20,22,-9.09
Antofagasta,Calama,2025,51,Homicidios y Femicidios,35,37,-5.41
Antofagasta,Calama,2025,51,Robos con Violencia e Intimidación,48,55,-12.73
Antofagasta,Calama,2025,51,Violaciones y Delitos Sexuales,44,47,-6.38
Antofagasta,Calama,2025,51,Ley de Control de Armas,3,3,0
Antofagasta,Calama,2025,51,Delitos en Contexto de Violencia Intrafamiliar,20,12,66.67
Antofagasta,Calama,2025,51,Consumo de Alcohol y Drogas en la Vía Pública,13,15,-13.33
Antofagasta,Calama,2025,51,Hurtos,21,11,90.91
Antofagasta,Calama,2025,51,Daños,39,37,5.41
Antofagasta,Calama,2025,52,Amenazas y Riñas,26,35,-25.71
Antofagasta,Calama,2025,52,Homicidios y Femicidios,43,48,-10.42
Antofagasta,Calama,2025,52,Robos con Violencia e Intimidación,18,16,12.5
Antofagasta,Calama,2025,52,Violaciones y Delitos Sexuales,13,5,160
Antofagasta,Calama,2025,52,Ley de Control de Armas,47,48,-2.08
Antofagasta,Calama,2025,52,Delitos en Contexto de Violencia Intrafamiliar,13,21,-38.1
Antofagasta,Calama,2025,52,Consumo de Alcohol y Drogas en la Vía Pública,14,21,-33.33
Antofagasta,Calama,2025,52,Hurtos,18,21,-14.29
Antofagasta,Calama,2025,52,Daños,25,23,8.7
Antofagasta,Tocopilla,2024,1,Amenazas y Riñas,34,44,-22.73
Antofagasta,Tocopilla,2024,1,Homicidios y Femicidios,8,15,-46.67
Antofagasta,Tocopilla,2024,1,Robos con Violencia e Intimidación,49,52,-5.77
Antofagasta,Tocopilla,2024,1,Violaciones y Delitos Sexuales,31,26,19.23
Antofagasta,Tocopilla,2024,1,Ley de Control de Armas,20,20,0
Antofagasta,Tocopilla,2024,1,Delitos en Contexto de Violencia Intrafamiliar,28,22,27.27
Antofagasta,Tocopilla,2024,1,Consumo de Alcohol y Drogas en la Vía Pública,24,15,60
Antofagasta,Tocopilla,2024,1,Hurtos,34,35,-2.86
Antofagasta,Tocopilla,2024,1,Daños,27,31,-12.9
