Region,Comuna,Anio,Mes,Categoria,Frecuencia,Tasa_por_100k,IDI
Tarapacá,Pica,2022,6,Delitos en Contexto de Violencia Intrafamiliar,402,573.35,187.5
Tarapacá,Pica,2022,6,Consumo de Alcohol y Drogas en la Vía Pública,474,288.87,175.4
Tarapacá,Pica,2022,6,Hurtos,294,161.76,184
Tarapacá,Pica,2022,6,Daños,73,85.93,200
Tarapacá,Pica,2022,7,Amenazas y Riñas,54,37.49,51.3
Tarapacá,Pica,2022,7,Homicidios y Femicidios,382,203.77,199.6
Tarapacá,Pica,2022,7,Robos con Violencia e Intimidación,75,39.23,91
Tarapacá,Pica,2022,7,Violaciones y Delitos Sexuales,375,193.22,73.7
Tarapacá,Pica,2022,7,Ley de Control de Armas,127,239.39,93.3
Tarapacá,Pica,2022,7,Delitos en Contexto de Violencia Intrafamiliar,390,336.96,105.6
Tarapacá,Pica,2022,7,Consumo de Alcohol y Drogas en la Vía Pública,326,478.71,80.8
Tarapacá,Pica,2022,7,Hurtos,314,334.01,155.3
Tarapacá,Pica,2022,7,Daños,73,85.96,123.5
Tarapacá,Pica,2022,8,Amenazas y Riñas,329,644.79,80.4
Tarapacá,Pica,2022,8,Homicidios y Femicidios,95,67.09,60.5
Tarapacá,Pica,2022,8,Robos con Violencia e Intimidación,406,294.34,166.6
Tarapacá,Pica,2022,8,Violaciones y Delitos Sexuales,295,173.67,164.9
Tarapacá,Pica,2022,8,Ley de Control de Armas,446,324.37,177.3
Tarapacá,Pica,2022,8,Delitos en Contexto de Violencia Intrafamiliar,209,128.96,99.8
Tarapacá,Pica,2022,8,Consumo de Alcohol y Drogas en la Vía Pública,263,306.12,145.8
Tarapacá,Pica,2022,8,Hurtos,302,221.51,106.7
Tarapacá,Pica,2022,8,Daños,362,230.81,91.1
Tarapacá,Pica,2022,9,Amenazas y Riñas,126,84.91,68.1
Tarapacá,Pica,2022,9,Homicidios y Femicidios,306,161.98,109.4
Tarapacá,Pica,2022,9,Robos con Violencia e Intimidación,416,333.96,152.5
Tarapacá,Pica,2022,9,Violaciones y Delitos Sexuales,139,77.59,124.7
Tarapacá,Pica,2022,9,Ley de Control de Armas,344,317.07,192
Tarapacá,Pica,2022,9,Delitos en Contexto de Violencia Intrafamiliar,169,222.3,140.5
Tarapacá,Pica,2022,9,Consumo de Alcohol y Drogas en la Vía Pública,82,78.43,77.4
Tarapacá,Pica,2022,9,Hurtos,391,284.62,74.2
Tarapacá,Pica,2022,9,Daños,448,386.95,54.7
Tarapacá,Pica,2022,10,Amenazas y Riñas,175,327.76,80.6
Tarapacá,Pica,2022,10,Homicidios y Femicidios,173,258.26,112.4
Tarapacá,Pica,2022,10,Robos con Violencia e Intimidación,184,260.38,136.9
Tarapacá,Pica,2022,10,Violaciones y Delitos Sexuales,80,64.22,80.2
Tarapacá,Pica,2022,10,Ley de Control de Armas,418,240.69,165.9
Tarapacá,Pica,2022,10,Delitos en Contexto de Violencia Intrafamiliar,31,21.4,59
Tarapacá,Pica,2022,10,Consumo de Alcohol y Drogas en la Vía Pública,460,241.37,161
Tarapacá,Pica,2022,10,Hurtos,287,351.01,121.8
Tarapacá,Pica,2022,10,Daños,457,460.07,124
Tarapacá,Pica,2022,11,Amenazas y Riñas,248,345.01,54.2
Tarapacá,Pica,2022,11,Homicidios y Femicidios,5,6.13,190.8
Tarapacá,Pica,2022,11,Robos con Violencia e Intimidación,247,131.88,66
Tarapacá,Pica,2022,11,Violaciones y Delitos Sexuales,267,237.5,101.8
Tarapacá,Pica,2022,11,Ley de Control de Armas,490,773.1,174
Tarapacá,Pica,2022,11,Delitos en Contexto de Violencia Intrafamiliar,206,197.41,66.1
Tarapacá,Pica,2022,11,Consumo de Alcohol y Drogas en la Vía Pública,282,164.81,56.5
Tarapacá,Pica,2022,11,Hurtos,186,246.42,198.3
Tarapacá,Pica,2022,11,Daños,151,84.46,112.8
Tarapacá,Pica,2022,12,Amenazas y Riñas,367,226.48,129.6
Tarapacá,Pica,2022,12,Homicidios y Femicidios,500,327.88,116.3
Tarapacá,Pica,2022,12,Robos con Violencia e Intimidación,444,246.81,122
Tarapacá,Pica,2022,12,Violaciones y Delitos Sexuales,487,299.32,163.9
Tarapacá,Pica,2022,12,Ley de Control de Armas,469,246.93,179.2
Tarapacá,Pica,2022,12,Delitos en Contexto de Violencia Intrafamiliar,204,267.3,139.3
Tarapacá,Pica,2022,12,Consumo de Alcohol y Drogas en la Vía Pública,37,30.59,134.4
Tarapacá,Pica,2022,12,Hurtos,36,50.63,173.1
Tarapacá,Pica,2022,12,Daños,481,763.58,171
Tarapacá,Pica,2023,1,Amenazas y Riñas,239,336.62,136.7
Tarapacá,Pica,2023,1,Homicidios y Femicidios,458,590.15,128.1
Tarapacá,Pica,2023,1,Robos con Violencia e Intimidación,57,76.04,92.7
Tarapacá,Pica,2023,1,Violaciones y Delitos Sexuales,326,364.7,135.2
Tarapacá,Pica,2023,1,Ley de Control de Armas,65,43.16,83.4
Tarapacá,Pica,2023,1,Delitos en Contexto de Violencia Intrafamiliar,435,243.08,194.3
Tarapacá,Pica,2023,1,Consumo de Alcohol y Drogas en la Vía Pública,229,290.65,57
Tarapacá,Pica,2023,1,Hurtos,309,191.24,68.9
Tarapacá,Pica,2023,1,Daños,135,246.27,179.8
Tarapacá,Pica,2023,2,Amenazas y Riñas,331,181.67,79.1
Tarapacá,Pica,2023,2,Homicidios y Femicidios,423,559.12,73
Tarapacá,Pica,2023,2,Robos con Violencia e Intimidación,242,330.2,140.2
Tarapacá,Pica,2023,2,Violaciones y Delitos Sexuales,300,485.7,100.3
Tarapacá,Pica,2023,2,Ley de Control de Armas,366,305.08,141.3
Tarapacá,Pica,2023,2,Delitos en Contexto de Violencia Intrafamiliar,116,175.8,92.9
Tarapacá,Pica,2023,2,Consumo de Alcohol y Drogas en la Vía Pública,239,355.28,87.6
Tarapacá,Pica,2023,2,Hurtos,294,290.82,81.8
Tarapacá,Pica,2023,2,Daños,439,391.85,51.7
Tarapacá,Pica,2023,3,Amenazas y Riñas,377,510.25,197
Tarapacá,Pica,2023,3,Homicidios y Femicidios,67,90.23,119
Tarapacá,Pica,2023,3,Robos con Violencia e Intimidación,310,495.69,61.7
Tarapacá,Pica,2023,3,Violaciones y Delitos Sexuales,444,233.75,132.8
Tarapacá,Pica,2023,3,Ley de Control de Armas,178,131.04,199.5
Tarapacá,Pica,2023,3,Delitos en Contexto de Violencia Intrafamiliar,432,216.26,167.5
Tarapacá,Pica,2023,3,Consumo de Alcohol y Drogas en la Vía Pública,178,159.17,148.7
Tarapacá,Pica,2023,3,Hurtos,344,215.08,195.8
Tarapacá,Pica,2023,3,Daños,307,158.72,101.8
Tarapacá,Pica,2023,4,Amenazas y Riñas,429,237.71,115.5
Tarapacá,Pica,2023,4,Homicidios y Femicidios,301,165.02,56.9
Tarapacá,Pica,2023,4,Robos con Violencia e Intimidación,135,167.84,77.8
Tarapacá,Pica,2023,4,Violaciones y Delitos Sexuales,269,199.25,73.6
Tarapacá,Pica,2023,4,Ley de Control de Armas,107,96.19,121.2
Tarapacá,Pica,2023,4,Delitos en Contexto de Violencia Intrafamiliar,267,147.55,76.8
Tarapacá,Pica,2023,4,Consumo de Alcohol y Drogas en la Vía Pública,337,273.12,194.5
Tarapacá,Pica,2023,4,Hurtos,313,359.87,194.8
Tarapacá,Pica,2023,4,Daños,240,197.73,104.4
Tarapacá,Pica,2023,5,Amenazas y Riñas,201,181.14,130.8
Tarapacá,Pica,2023,5,Homicidios y Femicidios,441,267.51,158
Tarapacá,Pica,2023,5,Robos con Violencia e Intimidación,335,186.38,184.8
Tarapacá,Pica,2023,5,Violaciones y Delitos Sexuales,325,257.27,134.9
Tarapacá,Pica,2023,5,Ley de Control de Armas,483,258.07,178.9
Tarapacá,Pica,2023,5,Delitos en Contexto de Violencia Intrafamiliar,74,59.78,119.8
Tarapacá,Pica,2023,5,Consumo de Alcohol y Drogas en la Vía Pública,48,24.64,94.2
Tarapacá,Pica,2023,5,Hurtos,446,622.41,165.5
Tarapacá,Pica,2023,5,Daños,486,337.01,167.8
Tarapacá,Pica,2023,6,Amenazas y Riñas,485,323.58,162.6
Tarapacá,Pica,2023,6,Homicidios y Femicidios,85,51.52,68.9
Tarapacá,Pica,2023,6,Robos con Violencia e Intimidación,434,494.81,137.4
Tarapacá,Pica,2023,6,Violaciones y Delitos Sexuales,428,659.89,199
Tarapacá,Pica,2023,6,Ley de Control de Armas,390,292.34,61
Tarapacá,Pica,2023,6,Delitos en Contexto de Violencia Intrafamiliar,280,454.23,139.8
Tarapacá,Pica,2023,6,Consumo de Alcohol y Drogas en la Vía Pública,124,93.25,101.2
Tarapacá,Pica,2023,6,Hurtos,209,137.67,97.2
Tarapacá,Pica,2023,6,Daños,96,66.4,102.1
Tarapacá,Pica,2023,7,Amenazas y Riñas,136,89.06,72.4
Tarapacá,Pica,2023,7,Homicidios y Femicidios,213,317.02,192.9
Tarapacá,Pica,2023,7,Robos con Violencia e Intimidación,95,65.9,183
Tarapacá,Pica,2023,7,Violaciones y Delitos Sexuales,309,180.29,153.6
Tarapacá,Pica,2023,7,Ley de Control de Armas,445,409.85,130.4
Tarapacá,Pica,2023,7,Delitos en Contexto de Violencia Intrafamiliar,398,488.76,147.9
Tarapacá,Pica,2023,7,Consumo de Alcohol y Drogas en la Vía Pública,151,77.31,188
Tarapacá,Pica,2023,7,Hurtos,114,83.93,122.6
Tarapacá,Pica,2023,7,Daños,112,79.57,125.2
Tarapacá,Pica,2023,8,Amenazas y Riñas,450,285.5,154.4
Tarapacá,Pica,2023,8,Homicidios y Femicidios,338,212.95,126.8
Tarapacá,Pica,2023,8,Robos con Violencia e Intimidación,229,117.03,118.1
Tarapacá,Pica,2023,8,Violaciones y Delitos Sexuales,346,173.72,110.4
Tarapacá,Pica,2023,8,Ley de Control de Armas,73,51.67,112.4
Tarapacá,Pica,2023,8,Delitos en Contexto de Violencia Intrafamiliar,444,390.9,155.1
Tarapacá,Pica,2023,8,Consumo de Alcohol y Drogas en la Vía Pública,498,529.39,116.2
Tarapacá,Pica,2023,8,Hurtos,14,11.66,88.4
Tarapacá,Pica,2023,8,Daños,226,149.93,124.1
Tarapacá,Pica,2023,9,Amenazas y Riñas,55,83.53,157
Tarapacá,Pica,2023,9,Homicidios y Femicidios,287,201.87,160.6
Tarapacá,Pica,2023,9,Robos con Violencia e Intimidación,44,29.56,176.3
Tarapacá,Pica,2023,9,Violaciones y Delitos Sexuales,161,90.31,86.4
Tarapacá,Pica,2023,9,Ley de Control de Armas,274,275.91,193.9
Tarapacá,Pica,2023,9,Delitos en Contexto de Violencia Intrafamiliar,130,73.56,73.2
Tarapacá,Pica,2023,9,Consumo de Alcohol y Drogas en la Vía Pública,139,151.42,181.8
Tarapacá,Pica,2023,9,Hurtos,325,268.02,128.8
Tarapacá,Pica,2023,9,Daños,405,226.02,107.3
Tarapacá,Pica,2023,10,Amenazas y Riñas,370,226.16,78.1
Tarapacá,Pica,2023,10,Homicidios y Femicidios,35,25.57,193.4
Tarapacá,Pica,2023,10,Robos con Violencia e Intimidación,395,570.06,170.1
Tarapacá,Pica,2023,10,Violaciones y Delitos Sexuales,420,305.9,176.9
Tarapacá,Pica,2023,10,Ley de Control de Armas,165,115.72,61.4
Tarapacá,Pica,2023,10,Delitos en Contexto de Violencia Intrafamiliar,163,323.74,146.5
Tarapacá,Pica,2023,10,Consumo de Alcohol y Drogas en la Vía Pública,238,436.16,192.7
Tarapacá,Pica,2023,10,Hurtos,497,512.39,193.1
Tarapacá,Pica,2023,10,Daños,408,208.13,179.9
Tarapacá,Pica,2023,11,Amenazas y Riñas,264,153.79,70.8
Tarapacá,Pica,2023,11,Homicidios y Femicidios,434,300.68,183.8
Tarapacá,Pica,2023,11,Robos con Violencia e Intimidación,369,244.82,56.3
Tarapacá,Pica,2023,11,Violaciones y Delitos Sexuales,134,75.92,122.9
Tarapacá,Pica,2023,11,Ley de Control de Armas,381,495.3,70.4
Tarapacá,Pica,2023,11,Delitos en Contexto de Violencia Intrafamiliar,201,124.39,82.8
Tarapacá,Pica,2023,11,Consumo de Alcohol y Drogas en la Vía Pública,238,314.26,72
Tarapacá,Pica,2023,11,Hurtos,377,222.02,191.2
Tarapacá,Pica,2023,11,Daños,52,28.27,56
Tarapacá,Pica,2023,12,Amenazas y Riñas,156,83.86,193.1
Tarapacá,Pica,2023,12,Homicidios y Femicidios,406,226.32,58.3
Tarapacá,Pica,2023,12,Robos con Violencia e Intimidación,304,232.07,140.6
Tarapacá,Pica,2023,12,Violaciones y Delitos Sexuales,493,316.12,125.7
Tarapacá,Pica,2023,12,Ley de Control de Armas,133,237.97,125.5
Tarapacá,Pica,2023,12,Delitos en Contexto de Violencia Intrafamiliar,26,29.56,164.4
Tarapacá,Pica,2023,12,Consumo de Alcohol y Drogas en la Vía Pública,480,280.25,63.5
Tarapacá,Pica,2023,12,Hurtos,121,193.94,197.6
Tarapacá,Pica,2023,12,Daños,109,66.42,66.5
Tarapacá,Pica,2024,1,Amenazas y Riñas,488,295.23,83.4
Tarapacá,Pica,2024,1,Homicidios y Femicidios,63,70.08,88.6
Tarapacá,Pica,2024,1,Robos con Violencia e Intimidación,68,86.65,165.1
Tarapacá,Pica,2024,1,Violaciones y Delitos Sexuales,475,243.36,163.9
Tarapacá,Pica,2024,1,Ley de Control de Armas,27,37.91,93.2
Tarapacá,Pica,2024,1,Delitos en Contexto de Violencia Intrafamiliar,90,151.49,199
Tarapacá,Pica,2024,1,Consumo de Alcohol y Drogas en la Vía Pública,268,136.8,99.6
Tarapacá,Pica,2024,1,Hurtos,419,371.15,113.7
Tarapacá,Pica,2024,1,Daños,496,386.61,196.5
Tarapacá,Pica,2024,2,Amenazas y Riñas,273,254.51,80.6
Tarapacá,Pica,2024,2,Homicidios y Femicidios,87,73.05,116.6
Tarapacá,Pica,2024,2,Robos con Violencia e Intimidación,474,396.6,64.6
Tarapacá,Pica,2024,2,Violaciones y Delitos Sexuales,129,88.47,128.8
Tarapacá,Pica,2024,2,Ley de Control de Armas,480,465.61,160.5
Tarapacá,Pica,2024,2,Delitos en Contexto de Violencia Intrafamiliar,9,6.44,116.8
Tarapacá,Pica,2024,2,Consumo de Alcohol y Drogas en la Vía Pública,305,263.36,141.3
Tarapacá,Pica,2024,2,Hurtos,73,143.74,102.3
Tarapacá,Pica,2024,2,Daños,316,306.39,178.7
Tarapacá,Pica,2024,3,Amenazas y Riñas,384,361.21,112.6
Tarapacá,Pica,2024,3,Homicidios y Femicidios,407,488.98,70.4
Tarapacá,Pica,2024,3,Robos con Violencia e Intimidación,67,41.25,191.7
Tarapacá,Pica,2024,3,Violaciones y Delitos Sexuales,393,572.39,77.1
Tarapacá,Pica,2024,3,Ley de Control de Armas,150,94.39,53.6
Tarapacá,Pica,2024,3,Delitos en Contexto de Violencia Intrafamiliar,205,168.44,135.7
Tarapacá,Pica,2024,3,Consumo de Alcohol y Drogas en la Vía Pública,50,97.38,69.8
Tarapacá,Pica,2024,3,Hurtos,368,214.03,165.9
Tarapacá,Pica,2024,3,Daños,168,247.94,192
Tarapacá,Pica,2024,4,Amenazas y Riñas,197,130.97,79.8
Tarapacá,Pica,2024,4,Homicidios y Femicidios,150,76.65,183.2
Tarapacá,Pica,2024,4,Robos con Violencia e Intimidación,272,387.11,119.3
Tarapacá,Pica,2024,4,Violaciones y Delitos Sexuales,223,121.22,68.8
Tarapacá,Pica,2024,4,Ley de Control de Armas,386,448.42,170.4
Tarapacá,Pica,2024,4,Delitos en Contexto de Violencia Intrafamiliar,401,216.95,78.2
Tarapacá,Pica,2024,4,Consumo de Alcohol y Drogas en la Vía Pública,286,410,155.1
Tarapacá,Pica,2024,4,Hurtos,326,210.64,172.2
Tarapacá,Pica,2024,4,Daños,482,362.05,77.4
Tarapacá,Pica,2024,5,Amenazas y Riñas,272,172.63,157.5
Tarapacá,Pica,2024,5,Homicidios y Femicidios,262,131.28,124.8
Tarapacá,Pica,2024,5,Robos con Violencia e Intimidación,67,35.13,60.1
Tarapacá,Pica,2024,5,Violaciones y Delitos Sexuales,148,118.42,141.8
Tarapacá,Pica,2024,5,Ley de Control de Armas,173,123.68,191.1
Tarapacá,Pica,2024,5,Delitos en Contexto de Violencia Intrafamiliar,482,475.94,61.7
Tarapacá,Pica,2024,5,Consumo de Alcohol y Drogas en la Vía Pública,405,643.1,71.9
Tarapacá,Pica,2024,5,Hurtos,251,218.95,163.6
Tarapacá,Pica,2024,5,Daños,142,122.25,88.6
Tarapacá,Pica,2024,6,Amenazas y Riñas,314,159.48,66.6
Tarapacá,Pica,2024,6,Homicidios y Femicidios,372,218.56,139.2
Tarapacá,Pica,2024,6,Robos con Violencia e Intimidación,176,88.08,139.9
Tarapacá,Pica,2024,6,Violaciones y Delitos Sexuales,400,544.83,117.6
Tarapacá,Pica,2024,6,Ley de Control de Armas,76,45.37,125.1
Tarapacá,Pica,2024,6,Delitos en Contexto de Violencia Intrafamiliar,299,170.93,183
Tarapacá,Pica,2024,6,Consumo de Alcohol y Drogas en la Vía Pública,263,366.03,51.2
Tarapacá,Pica,2024,6,Hurtos,79,123.36,83.8
Tarapacá,Pica,2024,6,Daños,313,213.88,182
Tarapacá,Pica,2024,7,Amenazas y Riñas,98,97.8,99.5
Tarapacá,Pica,2024,7,Homicidios y Femicidios,473,384.32,184.8
Tarapacá,Pica,2024,7,Robos con Violencia e Intimidación,476,246.63,63.5
Tarapacá,Pica,2024,7,Violaciones y Delitos Sexuales,244,276.32,77.7
Tarapacá,Pica,2024,7,Ley de Control de Armas,317,330.13,106.8
Tarapacá,Pica,2024,7,Delitos en Contexto de Violencia Intrafamiliar,325,221.18,130.1
Tarapacá,Pica,2024,7,Consumo de Alcohol y Drogas en la Vía Pública,397,317.46,134.1
Tarapacá,Pica,2024,7,Hurtos,339,635.86,170.3
Tarapacá,Pica,2024,7,Daños,102,73.88,104.3
Tarapacá,Pica,2024,8,Amenazas y Riñas,295,162.23,79.9
Tarapacá,Pica,2024,8,Homicidios y Femicidios,386,563.5,54.6
Tarapacá,Pica,2024,8,Robos con Violencia e Intimidación,485,451.93,167.9
Tarapacá,Pica,2024,8,Violaciones y Delitos Sexuales,438,333.48,82.6
Tarapacá,Pica,2024,8,Ley de Control de Armas,121,63.97,119.7
Tarapacá,Pica,2024,8,Delitos en Contexto de Violencia Intrafamiliar,237,144.16,151
Tarapacá,Pica,2024,8,Consumo de Alcohol y Drogas en la Vía Pública,311,247.27,113
Tarapacá,Pica,2024,8,Hurtos,199,124.84,150.1
Tarapacá,Pica,2024,8,Daños,154,84.75,134.7
Tarapacá,Pica,2024,9,Amenazas y Riñas,436,496.83,76.2
Tarapacá,Pica,2024,9,Homicidios y Femicidios,54,84.66,92.8
Tarapacá,Pica,2024,9,Robos con Violencia e Intimidación,101,97.03,93.4
Tarapacá,Pica,2024,9,Violaciones y Delitos Sexuales,455,236.92,85.7
Tarapacá,Pica,2024,9,Ley de Control de Armas,240,141.15,54.3
Tarapacá,Pica,2024,9,Delitos en Contexto de Violencia Intrafamiliar,327,212.4,151.3
Tarapacá,Pica,2024,9,Consumo de Alcohol y Drogas en la Vía Pública,116,81.61,130.9
Tarapacá,Pica,2024,9,Hurtos,369,267.74,122.9
Tarapacá,Pica,2024,9,Daños,435,428.66,193.1
Tarapacá,Pica,2024,10,Amenazas y Riñas,367,249.6,109.6
Tarapacá,Pica,2024,10,Homicidios y Femicidios,435,335.64,120.2
Tarapacá,Pica,2024,10,Robos con Violencia e Intimidación,407,268.66,158.2
Tarapacá,Pica,2024,10,Violaciones y Delitos Sexuales,450,290.78,117.3
Tarapacá,Pica,2024,10,Ley de Control de Armas,28,30.48,136.5
Tarapacá,Pica,2024,10,Delitos en Contexto de Violencia Intrafamiliar,32,19.26,86.3
Tarapacá,Pica,2024,10,Consumo de Alcohol y Drogas en la Vía Pública,98,59.68,149.8
Tarapacá,Pica,2024,10,Hurtos,239,237.32,163.6
Tarapacá,Pica,2024,10,Daños,221,180.86,122.9
Tarapacá,Pica,2024,11,Amenazas y Riñas,122,106.51,198.4
Tarapacá,Pica,2024,11,Homicidios y Femicidios,490,436.99,82.5
Tarapacá,Pica,2024,11,Robos con Violencia e Intimidación,380,708.94,192.7
Tarapacá,Pica,2024,11,Violaciones y Delitos Sexuales,340,206.9,61.5
Tarapacá,Pica,2024,11,Ley de Control de Armas,22,13.75,187.2
Tarapacá,Pica,2024,11,Delitos en Contexto de Violencia Intrafamiliar,18,10.22,141.3
Tarapacá,Pica,2024,11,Consumo de Alcohol y Drogas en la Vía Pública,120,60.28,116.6
Tarapacá,Pica,2024,11,Hurtos,347,225.86,83.8
Tarapacá,Pica,2024,11,Daños,9,11.81,147.2
Tarapacá,Pica,2024,12,Amenazas y Riñas,269,443.51,121.6
Tarapacá,Pica,2024,12,Homicidios y Femicidios,81,48.9,179.2
Tarapacá,Pica,2024,12,Robos con Violencia e Intimidación,146,103.56,77.3
Tarapacá,Pica,2024,12,Violaciones y Delitos Sexuales,90,54.71,196.9
Tarapacá,Pica,2024,12,Ley de Control de Armas,147,181.43,116.9
Tarapacá,Pica,2024,12,Delitos en Contexto de Violencia Intrafamiliar,312,179.15,72.5
Tarapacá,Pica,2024,12,Consumo de Alcohol y Drogas en la Vía Pública,65,55.62,106.7
Tarapacá,Pica,2024,12,Hurtos,382,230.61,59.5
Tarapacá,Pica,2024,12,Daños,143,88.88,159.5
Tarapacá,Pica,2025,1,Amenazas y Riñas,274,309.61,114.4
Tarapacá,Pica,2025,1,Homicidios y Femicidios,184,271.76,199.4
Tarapacá,Pica,2025,1,Robos con Violencia e Intimidación,45,31.31,185.6
Tarapacá,Pica,2025,1,Violaciones y Delitos Sexuales,6,11.1,86.5
Tarapacá,Pica,2025,1,Ley de Control de Armas,228,114.06,166.7
Tarapacá,Pica,2025,1,Delitos en Contexto de Violencia Intrafamiliar,215,113.46,142.6
Tarapacá,Pica,2025,1,Consumo de Alcohol y Drogas en la Vía Pública,261,314.93,124.9
Tarapacá,Pica,2025,1,Hurtos,239,209.18,193.5
Tarapacá,Pica,2025,1,Daños,255,168.52,85.1
Tarapacá,Pica,2025,2,Amenazas y Riñas,76,42.8,193.2
Tarapacá,Pica,2025,2,Homicidios y Femicidios,334,228.09,108.7
Tarapacá,Pica,2025,2,Robos con Violencia e Intimidación,331,181.38,101.6
Tarapacá,Pica,2025,2,Violaciones y Delitos Sexuales,19,9.85,126.1
Tarapacá,Pica,2025,2,Ley de Control de Armas,415,216.48,160.1
Tarapacá,Pica,2025,2,Delitos en Contexto de Violencia Intrafamiliar,105,102.45,173.4
Tarapacá,Pica,2025,2,Consumo de Alcohol y Drogas en la Vía Pública,331,268.29,173.5
Tarapacá,Pica,2025,2,Hurtos,97,65.67,105.4
Tarapacá,Pica,2025,2,Daños,190,327.38,166.2
Tarapacá,Pica,2025,3,Amenazas y Riñas,212,210.84,141.9
Tarapacá,Pica,2025,3,Homicidios y Femicidios,5,4.43,137.2
Tarapacá,Pica,2025,3,Robos con Violencia e Intimidación,458,316.14,79.1
Tarapacá,Pica,2025,3,Violaciones y Delitos Sexuales,162,123.7,74.8
Tarapacá,Pica,2025,3,Ley de Control de Armas,71,59.58,199.7
Tarapacá,Pica,2025,3,Delitos en Contexto de Violencia Intrafamiliar,243,340.83,110.5
Tarapacá,Pica,2025,3,Consumo de Alcohol y Drogas en la Vía Pública,344,262.24,74.4
Tarapacá,Pica,2025,3,Hurtos,456,317.75,198.8
Tarapacá,Pica,2025,3,Daños,330,225.09,129.4
Tarapacá,Pica,2025,4,Amenazas y Riñas,460,307.44,185
Tarapacá,Pica,2025,4,Homicidios y Femicidios,290,579.25,163.2
Tarapacá,Pica,2025,4,Robos con Violencia e Intimidación,373,446.69,141.1
Tarapacá,Pica,2025,4,Violaciones y Delitos Sexuales,144,164.47,117.5
Tarapacá,Pica,2025,4,Ley de Control de Armas,252,217.97,121.7
Tarapacá,Pica,2025,4,Delitos en Contexto de Violencia Intrafamiliar,125,110.84,105.5
Tarapacá,Pica,2025,4,Consumo de Alcohol y Drogas en la Vía Pública,285,245.52,195.2
Tarapacá,Pica,2025,4,Hurtos,327,605.22,121
Tarapacá,Pica,2025,4,Daños,142,98.08,162.1
Tarapacá,Pica,2025,5,Amenazas y Riñas,212,160.63,94.2
Tarapacá,Pica,2025,5,Homicidios y Femicidios,46,33.13,90.8
Tarapacá,Pica,2025,5,Robos con Violencia e Intimidación,460,756.58,60.2
Tarapacá,Pica,2025,5,Violaciones y Delitos Sexuales,16,14.86,60.3
Tarapacá,Pica,2025,5,Ley de Control de Armas,416,262.81,78.2
Tarapacá,Pica,2025,5,Delitos en Contexto de Violencia Intrafamiliar,92,74.82,108.1
Tarapacá,Pica,2025,5,Consumo de Alcohol y Drogas en la Vía Pública,157,88.82,117.2
Tarapacá,Pica,2025,5,Hurtos,173,160.34,77.7
Tarapacá,Pica,2025,5,Daños,115,86.87,79.1
Tarapacá,Pica,2025,6,Amenazas y Riñas,447,605.69,119.8
Tarapacá,Pica,2025,6,Homicidios y Femicidios,7,3.89,194.1
Tarapacá,Pica,2025,6,Robos con Violencia e Intimidación,378,263.78,54.5
Tarapacá,Pica,2025,6,Violaciones y Delitos Sexuales,495,604.06,123.2
Tarapacá,Pica,2025,6,Ley de Control de Armas,276,243.48,89.2
Tarapacá,Pica,2025,6,Delitos en Contexto de Violencia Intrafamiliar,169,127.17,189.2
Tarapacá,Pica,2025,6,Consumo de Alcohol y Drogas en la Vía Pública,36,62.3,179.4
Tarapacá,Pica,2025,6,Hurtos,17,23.79,126.6
Tarapacá,Pica,2025,6,Daños,114,59.1,98.1
Tarapacá,Pica,2025,7,Amenazas y Riñas,174,135.71,169.1
Tarapacá,Pica,2025,7,Homicidios y Femicidios,249,343.32,72.6
Tarapacá,Pica,2025,7,Robos con Violencia e Intimidación,157,145.17,78.4
Tarapacá,Pica,2025,7,Violaciones y Delitos Sexuales,181,178.13,66.3
Tarapacá,Pica,2025,7,Ley de Control de Armas,439,333.73,80.1
Tarapacá,Pica,2025,7,Delitos en Contexto de Violencia Intrafamiliar,140,70.29,172.8
Tarapacá,Pica,2025,7,Consumo de Alcohol y Drogas en la Vía Pública,451,273.58,133.8
Tarapacá,Pica,2025,7,Hurtos,178,272.93,100.8
Tarapacá,Pica,2025,7,Daños,285,437.9,161.4
Tarapacá,Pica,2025,8,Amenazas y Riñas,56,35.73,112.3
Tarapacá,Pica,2025,8,Homicidios y Femicidios,165,127.84,198.7
Tarapacá,Pica,2025,8,Robos con Violencia e Intimidación,219,177.17,112.4
Tarapacá,Pica,2025,8,Violaciones y Delitos Sexuales,91,146.22,76.6
Tarapacá,Pica,2025,8,Ley de Control de Armas,204,267.4,122.9
Tarapacá,Pica,2025,8,Delitos en Contexto de Violencia Intrafamiliar,14,11.39,164
Tarapacá,Pica,2025,8,Consumo de Alcohol y Drogas en la Vía Pública,131,70.48,176.6
Tarapacá,Pica,2025,8,Hurtos,219,164.64,117.9
Tarapacá,Pica,2025,8,Daños,405,321.3,153.4
Tarapacá,Pica,2025,9,Amenazas y Riñas,433,221.31,144.3
Tarapacá,Pica,2025,9,Homicidios y Femicidios,49,31.89,67.5
Tarapacá,Pica,2025,9,Robos con Violencia e Intimidación,49,93.98,192
Tarapacá,Pica,2025,9,Violaciones y Delitos Sexuales,163,283.61,113.9
Tarapacá,Pica,2025,9,Ley de Control de Armas,150,106.91,154
Tarapacá,Pica,2025,9,Delitos en Contexto de Violencia Intrafamiliar,289,369.49,165.4
Tarapacá,Pica,2025,9,Consumo de Alcohol y Drogas en la Vía Pública,253,159.77,97.2
Tarapacá,Pica,2025,9,Hurtos,403,253.58,86.3
